MODEL YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE (L),CYLINDERS,TRANSMISSION,FUEL TYPE,FUEL CONSUMPTION CITY (L/100),FUEL CONSUMPTION HWY (L/100),COMB (L/100 km),COMB (mpg),CO2 EMISSIONS (g/km),CO2 Rating,Smog Rating
2017.0,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6.0,A9,X,12.8,9.0,11.1,25.0,259.0,4.0,6.0
2017.0,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4.0,A9,X,12.1,9.4,10.9,26.0,256.0,5.0,5.0
2017.0,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6.0,A9,X,12.9,9.9,11.6,24.0,269.0,4.0,6.0
2017.0,JEEP,COMPASS,SUV - SMALL,2.0,4.0,AV,X,10.8,9.0,10.0,28.0,235.0,5.0,6.0
2017.0,JEEP,COMPASS,SUV - SMALL,2.0,4.0,M5,X,10.3,7.9,9.3,30.0,216.0,6.0,5.0
2017.0,JEEP,COMPASS,SUV - SMALL,2.4,4.0,A6,X,11.3,8.7,10.1,28.0,238.0,5.0,6.0
2017.0,JEEP,COMPASS,SUV - SMALL,2.4,4.0,M5,X,10.2,8.3,9.3,30.0,219.0,5.0,5.0
2017.0,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,A6,X,11.7,9.2,10.6,27.0,249.0,5.0,6.0
2017.0,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,AV,X,11.7,10.3,11.1,25.0,259.0,4.0,6.0
2017.0,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,M5,X,10.6,8.7,9.8,29.0,230.0,5.0,5.0
2017.0,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6.0,A8,X,12.7,9.6,11.3,25.0,265.0,4.0,6.0
2017.0,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8.0,A8,X,16.6,10.7,14.0,20.0,328.0,3.0,6.0
2017.0,JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8.0,A8,Z,18.3,12.6,15.7,18.0,368.0,2.0,5.0
2017.0,JEEP,NEW COMPASS,SUV - SMALL,2.4,4.0,A6,X,10.6,7.6,9.3,30.0,218.0,5.0,6.0
2017.0,JEEP,NEW COMPASS,SUV - SMALL,2.4,4.0,M6,X,10.4,7.3,9.0,31.0,211.0,6.0,6.0
2017.0,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4.0,A9,X,10.8,7.8,9.5,30.0,222.0,5.0,6.0
2017.0,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4.0,M6,X,10.8,7.6,9.4,30.0,221.0,5.0,6.0
2017.0,JEEP,PATRIOT,SUV - SMALL,2.0,4.0,AV,X,10.8,9.0,10.0,28.0,235.0,5.0,6.0
2017.0,JEEP,PATRIOT,SUV - SMALL,2.0,4.0,M5,X,10.3,7.9,9.3,30.0,216.0,6.0,5.0
2017.0,JEEP,PATRIOT,SUV - SMALL,2.4,4.0,A6,X,11.3,8.7,10.1,28.0,238.0,5.0,6.0
2017.0,JEEP,PATRIOT,SUV - SMALL,2.4,4.0,M5,X,10.2,8.3,9.3,30.0,219.0,5.0,5.0
2017.0,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4.0,A6,X,11.7,9.2,10.6,27.0,249.0,5.0,6.0
2017.0,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4.0,AV,X,11.7,10.3,11.1,25.0,259.0,4.0,6.0
2017.0,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4.0,M5,X,10.6,8.7,9.8,29.0,230.0,5.0,5.0
2017.0,JEEP,RENEGADE,SUV - SMALL,1.4,4.0,M6,X,9.9,7.7,8.9,32.0,209.0,6.0,6.0
2017.0,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,X,10.8,7.8,9.5,30.0,222.0,5.0,6.0
2017.0,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,E,14.4,10.2,12.5,23.0,206.0,6.0,6.0
2017.0,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4.0,M6,X,9.9,7.7,8.9,32.0,211.0,6.0,6.0
2017.0,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4.0,A9,X,11.2,8.2,9.8,29.0,230.0,5.0,6.0
2017.0,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6.0,A5,X,14.1,11.1,12.8,22.0,299.0,3.0,6.0
2017.0,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6.0,M6,X,14.2,11.0,12.8,22.0,298.0,4.0,6.0
2017.0,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,A5,X,14.7,11.7,13.4,21.0,313.0,3.0,6.0
2017.0,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6.0,M6,X,15.0,11.4,13.3,21.0,312.0,3.0,6.0
2017.0,KIA,CADENZA,FULL-SIZE,3.3,6.0,AS8,X,11.5,8.5,10.2,28.0,237.0,5.0,6.0
2017.0,KIA,FORTE (MPI),MID-SIZE,2.0,4.0,AS6,X,7.9,6.3,7.2,39.0,170.0,7.0,7.0
2017.0,KIA,FORTE (GDI),MID-SIZE,2.0,4.0,AS6,X,9.4,7.0,8.3,34.0,198.0,6.0,6.0
2017.0,KIA,FORTE,MID-SIZE,2.0,4.0,M6,X,9.4,6.8,8.3,34.0,195.0,6.0,7.0
2017.0,KIA,FORTE 5,FULL-SIZE,1.6,4.0,AM7,X,9.4,7.9,8.7,32.0,207.0,6.0,6.0
2017.0,KIA,FORTE 5,FULL-SIZE,2.0,4.0,AS6,X,9.7,7.0,8.3,34.0,197.0,6.0,6.0
2017.0,KIA,FORTE 5,FULL-SIZE,2.0,4.0,M6,X,9.8,7.3,8.7,32.0,204.0,6.0,6.0
2017.0,KIA,FORTE KOUP,COMPACT,1.6,4.0,AM7,X,9.6,7.4,8.6,33.0,204.0,6.0,6.0
2017.0,KIA,FORTE KOUP,COMPACT,1.6,4.0,M6,X,10.1,8.0,9.2,31.0,216.0,6.0,6.0
2017.0,KIA,FORTE KOUP,COMPACT,2.0,4.0,AS6,X,9.6,7.3,8.6,33.0,203.0,6.0,6.0
2017.0,KIA,FORTE KOUP,COMPACT,2.0,4.0,M6,X,9.9,7.6,8.8,32.0,209.0,6.0,6.0
2017.0,KIA,K900,FULL-SIZE,3.8,6.0,AS8,X,13.8,9.3,11.8,24.0,279.0,4.0,6.0
2017.0,KIA,K900,FULL-SIZE,5.0,8.0,AS8,Z,15.6,10.6,13.3,21.0,317.0,3.0,6.0
2017.0,KIA,NIRO,STATION WAGON - SMALL,1.6,4.0,AM6,X,4.6,5.1,4.8,59.0,114.0,10.0,8.0
2017.0,KIA,NIRO FE,STATION WAGON - SMALL,1.6,4.0,AM6,X,4.5,4.8,4.7,60.0,110.0,10.0,8.0
2017.0,KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4.0,AM6,X,5.1,5.8,5.4,52.0,129.0,9.0,8.0
2017.0,KIA,OPTIMA,FULL-SIZE,2.4,4.0,AS6,X,9.6,6.8,8.4,34.0,198.0,6.0,7.0
2017.0,KIA,OPTIMA FE,FULL-SIZE,2.4,4.0,AS6,X,9.3,6.6,8.0,35.0,190.0,7.0,7.0
2017.0,KIA,OPTIMA TURBO,FULL-SIZE,2.0,4.0,AS6,X,10.9,7.6,9.4,30.0,224.0,5.0,6.0
2017.0,KIA,OPTIMA HYBRID,MID-SIZE,2.0,4.0,AS6,X,6.0,5.1,5.6,50.0,132.0,9.0,6.0
2017.0,KIA,RIO,COMPACT,1.6,4.0,AS6,X,8.8,6.5,7.8,36.0,181.0,7.0,6.0
2017.0,KIA,RIO,COMPACT,1.6,4.0,M6,X,8.8,6.6,7.8,36.0,181.0,7.0,6.0
2017.0,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4.0,AS6,X,9.9,7.6,8.9,32.0,210.0,6.0,7.0
2017.0,KIA,SEDONA,MINIVAN,3.3,6.0,AS6,X,13.2,9.7,11.6,24.0,275.0,4.0,6.0
2017.0,KIA,SEDONA SX,MINIVAN,3.3,6.0,AS6,X,12.9,9.5,11.4,25.0,269.0,4.0,6.0
2017.0,KIA,SEDONA SXL,MINIVAN,3.3,6.0,AS6,X,14.1,10.5,12.5,23.0,296.0,4.0,6.0
2017.0,KIA,SORENTO,SUV - SMALL,2.4,4.0,AS6,X,11.2,8.3,9.9,29.0,234.0,5.0,7.0
2017.0,KIA,SORENTO AWD,SUV - SMALL,2.0,4.0,AS6,X,12.3,9.4,11.0,26.0,259.0,4.0,6.0
2017.0,KIA,SORENTO AWD,SUV - SMALL,2.4,4.0,AS6,X,11.5,9.3,10.5,27.0,246.0,5.0,7.0
2017.0,KIA,SORENTO AWD,SUV - SMALL,3.3,6.0,AS6,X,14.0,10.1,12.2,23.0,289.0,4.0,6.0
2017.0,KIA,SORENTO AWD FE,SUV - SMALL,3.3,6.0,AS6,X,13.2,9.3,11.4,25.0,270.0,4.0,6.0
2017.0,KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AS6,X,9.4,7.8,8.7,32.0,205.0,6.0,6.0
2017.0,KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,M6,X,9.7,7.8,8.8,32.0,208.0,6.0,6.0
2017.0,KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,AS6,X,9.5,7.8,8.7,32.0,206.0,6.0,7.0
2017.0,KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4.0,AM7,X,9.1,7.7,8.5,33.0,199.0,6.0,6.0
2017.0,KIA,SPORTAGE,SUV - SMALL,2.4,4.0,AS6,X,10.4,8.0,9.3,30.0,220.0,5.0,7.0
2017.0,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4.0,AS6,X,11.9,10.2,11.1,25.0,263.0,4.0,6.0
2017.0,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4.0,AS6,X,11.3,9.5,10.5,27.0,247.0,5.0,7.0
2017.0,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12.0,AM7,Z,22.2,12.7,17.9,16.0,428.0,1.0,5.0
2017.0,LAMBORGHINI,AVENTADOR COUPE LP 740,TWO-SEATER,6.5,12.0,AM7,Z,23.9,14.5,19.7,14.0,461.0,1.0,5.0
2017.0,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12.0,AM7,Z,23.0,13.5,18.7,15.0,438.0,1.0,5.0
2017.0,LAMBORGHINI,AVENTADOR ROADSTER LP 740,TWO-SEATER,6.5,12.0,AM7,Z,23.9,14.5,19.7,14.0,461.0,1.0,5.0
2017.0,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10.0,AM7,Z,16.4,11.4,14.2,20.0,331.0,3.0,5.0
2017.0,LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10.0,AM7,Z,16.9,11.8,14.6,19.0,340.0,2.0,5.0
2017.0,LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4.0,AS9,Z,12.0,9.2,10.7,26.0,252.0,5.0,8.0
2017.0,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4.0,AS9,Z,11.3,8.0,9.8,29.0,231.0,5.0,8.0
2017.0,LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2.0,4.0,AS9,Z,12.0,8.5,10.4,27.0,243.0,5.0,8.0
2017.0,LEXUS,CT 200h,COMPACT,1.8,4.0,AV,X,5.5,5.9,5.7,50.0,132.0,9.0,8.0
2017.0,LEXUS,ES 300h,MID-SIZE,2.5,4.0,AV6,X,5.8,6.1,5.9,48.0,139.0,9.0,8.0
2017.0,LEXUS,ES 350,MID-SIZE,3.5,6.0,AS6,X,11.4,7.7,9.7,29.0,226.0,5.0,6.0
2017.0,LEXUS,GS 350 AWD,MID-SIZE,3.5,6.0,AS6,Z,12.4,9.2,11.0,26.0,257.0,5.0,7.0
2017.0,LEXUS,GS 450h,MID-SIZE,3.5,6.0,AV8,Z,8.0,6.9,7.5,38.0,176.0,7.0,8.0
2017.0,LEXUS,GS F,COMPACT,5.0,8.0,AS8,Z,14.9,9.7,12.5,23.0,293.0,4.0,7.0
2017.0,LEXUS,GX 460,SUV - STANDARD,4.6,8.0,AS6,Z,16.0,12.9,14.6,19.0,341.0,2.0,6.0
2017.0,LEXUS,IS 200t,COMPACT,2.0,4.0,AS8,Z,10.6,7.3,9.1,31.0,214.0,6.0,6.0
2017.0,LEXUS,IS 300 AWD,COMPACT,3.5,6.0,AS6,Z,12.6,9.2,11.0,26.0,258.0,4.0,6.0
2017.0,LEXUS,IS 350 AWD,COMPACT,3.5,6.0,AS6,Z,12.6,9.2,11.0,26.0,258.0,4.0,6.0
2017.0,LEXUS,LS 460 AWD,MID-SIZE,4.6,8.0,AS8,Z,15.1,10.3,12.9,22.0,303.0,3.0,6.0
2017.0,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8.0,AS8,Z,15.1,10.3,12.9,22.0,303.0,3.0,6.0
2017.0,LEXUS,LX 570,SUV - STANDARD,5.7,8.0,AS8,Z,18.2,13.0,15.8,18.0,372.0,2.0,5.0
2017.0,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4.0,AS6,Z,10.7,8.5,9.7,29.0,226.0,5.0,6.0
2017.0,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4.0,AS6,Z,10.8,8.9,9.9,29.0,232.0,5.0,6.0
2017.0,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4.0,AV6,X,7.2,7.9,7.5,38.0,176.0,7.0,8.0
2017.0,LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6.0,AS6,Z,12.6,9.2,11.0,26.0,258.0,4.0,6.0
2017.0,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6.0,AS6,Z,12.6,9.2,11.0,26.0,258.0,4.0,6.0
2017.0,LEXUS,RC F,SUBCOMPACT,5.0,8.0,AS8,Z,15.2,9.5,12.6,22.0,289.0,4.0,7.0
2017.0,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6.0,AS8,X,12.2,9.0,10.8,26.0,252.0,5.0,7.0
2017.0,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6.0,AV6,Z,7.5,8.4,7.9,36.0,185.0,7.0,8.0
2017.0,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6.0,AS6,X,14.0,9.5,12.0,24.0,281.0,4.0,7.0
2017.0,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6.0,AS6,X,14.4,9.7,12.3,23.0,288.0,4.0,7.0
2017.0,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6.0,AS6,X,14.3,9.7,12.2,23.0,287.0,4.0,6.0
2017.0,LINCOLN,MKC AWD,SUV - SMALL,2.0,4.0,AS6,X,12.3,9.3,10.9,26.0,256.0,5.0,7.0
2017.0,LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4.0,AS6,X,12.1,9.3,10.8,26.0,254.0,5.0,7.0
2017.0,LINCOLN,MKC AWD,SUV - SMALL,2.3,4.0,AS6,X,13.1,9.4,11.4,25.0,268.0,4.0,6.0
2017.0,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6.0,AS6,X,15.7,11.2,13.7,21.0,321.0,3.0,6.0
2017.0,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6.0,A6,X,14.7,10.2,12.7,22.0,298.0,4.0,6.0
2017.0,LINCOLN,MKX AWD,SUV - SMALL,2.7,6.0,AS6,X,14.1,9.8,12.1,23.0,284.0,4.0,7.0
2017.0,LINCOLN,MKX AWD,SUV - SMALL,3.7,6.0,AS6,X,14.4,10.3,12.5,23.0,293.0,4.0,6.0
2017.0,LINCOLN,MKZ,MID-SIZE,2.0,4.0,AS6,X,11.2,7.6,9.8,29.0,230.0,5.0,7.0
2017.0,LINCOLN,MKZ,MID-SIZE,3.0,6.0,AS6,X,13.4,8.7,11.2,25.0,264.0,4.0,7.0
2017.0,LINCOLN,MKZ AWD,MID-SIZE,2.0,4.0,AS6,X,11.8,8.4,10.2,28.0,239.0,5.0,7.0
2017.0,LINCOLN,MKZ AWD,MID-SIZE,3.0,6.0,AS6,X,14.0,9.2,11.8,24.0,278.0,4.0,7.0
2017.0,LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4.0,AV,X,5.7,6.2,5.9,48.0,139.0,9.0,8.0
2017.0,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6.0,AS6,X,15.9,12.0,14.2,20.0,333.0,3.0,5.0
2017.0,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6.0,AS6,X,16.1,12.4,14.5,19.0,339.0,2.0,5.0
2017.0,MASERATI,GHIBLI,MID-SIZE,3.0,6.0,AS8,Z,14.1,9.8,12.4,23.0,286.0,4.0,5.0
2017.0,MASERATI,GHIBLI S,MID-SIZE,3.0,6.0,AS8,Z,14.7,10.0,12.4,23.0,293.0,4.0,5.0
2017.0,MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6.0,AS8,Z,14.7,9.9,12.6,22.0,295.0,4.0,5.0
2017.0,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8.0,AS6,Z,18.2,11.4,15.1,19.0,355.0,2.0,5.0
2017.0,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8.0,AS6,Z,18.2,11.6,15.2,19.0,358.0,2.0,5.0
2017.0,MASERATI,LEVANTE,SUV - STANDARD,3.0,6.0,AS8,Z,16.8,11.9,14.7,19.0,340.0,2.0,5.0
2017.0,MASERATI,LEVANTE S,SUV - STANDARD,3.0,6.0,AS8,Z,16.8,12.4,14.7,19.0,346.0,2.0,5.0
2017.0,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8.0,AS8,Z,16.1,10.8,13.8,20.0,321.0,3.0,5.0
2017.0,MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6.0,AS8,Z,14.9,10.3,13.1,22.0,300.0,3.0,5.0
2017.0,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.0,10.3,13.1,22.0,301.0,3.0,5.0
2017.0,MAZDA,CX-3,COMPACT,2.0,4.0,AS6,X,8.2,6.9,7.6,37.0,179.0,7.0,6.0
2017.0,MAZDA,CX-3 4WD,COMPACT,2.0,4.0,AS6,X,8.8,7.5,8.2,34.0,192.0,7.0,6.0
2017.0,MAZDA,CX-5,SUV - SMALL,2.0,4.0,M6,X,9.4,7.4,8.5,33.0,199.0,6.0,6.0
2017.0,MAZDA,CX-5,SUV - SMALL,2.5,4.0,AS6,X,9.8,7.7,8.6,33.0,204.0,6.0,6.0
2017.0,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,10.2,8.3,9.2,31.0,221.0,5.0,6.0
2017.0,MAZDA,CX-9,SUV - SMALL,2.5,4.0,AS6,X,10.6,8.4,9.6,29.0,225.0,5.0,6.0
2017.0,MAZDA,CX-9 4WD,SUV - SMALL,2.5,4.0,AS6,X,11.5,8.9,10.4,27.0,242.0,5.0,6.0
2017.0,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,AS6,X,8.4,6.4,7.5,38.0,176.0,7.0,8.0
2017.0,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,M6,X,8.5,6.2,7.5,38.0,175.0,7.0,8.0
2017.0,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4.0,M6,X,8.5,6.2,7.5,38.0,175.0,7.0,8.0
2017.0,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4.0,AS6,X,8.8,6.6,7.8,36.0,182.0,7.0,8.0
2017.0,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4.0,AS6,X,8.5,6.4,7.6,37.0,176.0,7.0,8.0
2017.0,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4.0,M6,X,9.3,6.9,8.2,34.0,194.0,7.0,6.0
2017.0,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,AS6,X,8.4,6.4,7.5,38.0,174.0,7.0,8.0
2017.0,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4.0,M6,X,8.6,6.4,7.6,37.0,178.0,7.0,8.0
2017.0,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4.0,AS6,X,9.0,6.7,7.8,36.0,183.0,7.0,8.0
2017.0,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4.0,AS6,X,8.7,6.6,7.8,36.0,181.0,7.0,8.0
2017.0,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4.0,M6,X,9.6,7.0,8.4,34.0,198.0,6.0,6.0
2017.0,MAZDA,MAZDA5,MINIVAN,2.5,4.0,AS5,X,10.8,8.2,9.6,29.0,226.0,5.0,6.0
2017.0,MAZDA,MAZDA5,MINIVAN,2.5,4.0,M6,X,11.1,8.3,9.8,29.0,230.0,5.0,6.0
2017.0,MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,X,9.1,6.7,8.0,35.0,187.0,7.0,8.0
2017.0,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4.0,AS6,X,8.9,6.7,7.9,36.0,186.0,7.0,8.0
2017.0,MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4.0,M6,X,9.8,6.9,8.4,34.0,196.0,6.0,8.0
2017.0,MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,9.0,6.7,8.0,35.0,187.0,7.0,6.0
2017.0,MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4.0,M6,Z,8.9,7.1,8.1,35.0,190.0,7.0,6.0
2017.0,MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8.0,AS7,Z,13.4,9.6,11.7,24.0,273.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8.0,AS7,Z,14.0,10.1,12.2,23.0,291.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8.0,AS7,Z,13.8,10.1,12.1,23.0,285.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8.0,AS7,Z,13.4,9.6,11.7,24.0,273.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8.0,AS7,Z,14.0,10.1,12.2,23.0,291.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8.0,AS7,Z,13.8,10.1,12.1,23.0,285.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4.0,AS7,Z,10.7,7.6,9.3,30.0,221.0,5.0,5.0
2017.0,MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8.0,AS7,Z,15.1,10.8,13.1,22.0,308.0,3.0,5.0
2017.0,MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8.0,AS7,Z,20.0,16.6,18.5,15.0,413.0,1.0,5.0
2017.0,MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12.0,AS7,Z,22.2,18.0,20.3,14.0,467.0,1.0,5.0
2017.0,MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2.0,4.0,AS7,Z,11.3,8.5,10.0,28.0,233.0,5.0,5.0
2017.0,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6.0,A9,Z,17.4,11.1,14.6,19.0,353.0,2.0,5.0
2017.0,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6.0,A9,Z,13.6,10.1,12.0,24.0,281.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6.0,A9,Z,13.6,10.2,12.0,24.0,281.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8.0,AS7,Z,17.3,13.5,15.6,18.0,363.0,2.0,5.0
2017.0,MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8.0,AS7,Z,17.2,12.8,15.2,19.0,363.0,2.0,5.0
2017.0,MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8.0,AS7,Z,18.2,14.0,16.3,17.0,369.0,2.0,5.0
2017.0,MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8.0,AS7,Z,14.5,10.8,12.8,22.0,303.0,3.0,5.0
2017.0,MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8.0,AS7,Z,14.5,10.8,12.8,22.0,303.0,3.0,5.0
2017.0,MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8.0,AS7,Z,15.7,10.1,13.2,21.0,313.0,3.0,5.0
2017.0,MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8.0,AS7,Z,16.4,10.6,13.8,20.0,322.0,3.0,5.0
2017.0,MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8.0,AS7,Z,15.3,10.2,13.0,22.0,305.0,3.0,5.0
2017.0,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12.0,AS7,Z,17.6,10.9,14.6,19.0,349.0,2.0,5.0
2017.0,MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6.0,12.0,AS7,Z,17.1,11.0,14.3,20.0,348.0,2.0,5.0
2017.0,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12.0,AS7,Z,18.7,11.6,15.5,18.0,365.0,2.0,5.0
2017.0,MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8.0,AS7,Z,14.7,9.5,12.4,23.0,298.0,4.0,5.0
2017.0,MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12.0,AS7,Z,17.6,10.8,14.5,19.0,340.0,2.0,5.0
2017.0,MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3.0,6.0,A9,Z,11.6,8.2,10.1,28.0,234.0,5.0,5.0
2017.0,MERCEDES-BENZ,B 250,MID-SIZE,2.0,4.0,AS7,Z,9.7,6.6,8.3,34.0,179.0,7.0,5.0
2017.0,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4.0,AS7,Z,10.1,7.8,9.0,31.0,212.0,6.0,5.0
2017.0,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4.0,A9,Z,10.8,8.0,9.5,30.0,222.0,5.0,5.0
2017.0,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4.0,AS7,Z,10.4,8.0,9.3,30.0,218.0,5.0,5.0
2017.0,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4.0,AS7,Z,9.6,6.4,8.1,35.0,190.0,7.0,5.0
2017.0,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8.0,A9,Z,13.6,9.4,11.7,24.0,275.0,4.0,5.0
2017.0,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4.0,A9,Z,10.8,8.1,9.5,30.0,246.0,5.0,5.0
2017.0,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6.0,A9,Z,11.8,8.6,10.4,27.0,245.0,5.0,5.0
